activation,parameter,seed,eval_errors,solved,w2_abs,w1_abs
sin_family,0.9,119,139,False,1.0295053720474243,0.9965013861656189
sin_family,0.9,120,190,False,0.6476914286613464,0.043554551899433136
sin_family,0.9,121,208,False,0.7431089282035828,0.006336797960102558
sin_family,0.9,122,147,False,1.0584940910339355,1.0369936227798462
sin_family,0.9,123,141,False,1.0894477367401123,1.0061187744140625
sin_family,0.9,124,128,False,1.0471866130828857,1.0114272832870483
sin_family,0.9,125,207,False,0.3325146734714508,0.010789532214403152
sin_family,0.9,126,125,False,1.0595356225967407,1.0037376880645752
sin_family,0.9,127,151,False,0.990375816822052,0.9924694299697876
sin_family,0.9,128,204,False,0.9969722628593445,0.037867914885282516
sin_family,0.9,129,146,False,1.0148237943649292,0.9818620681762695
sin_family,0.9,130,145,False,1.0503919124603271,1.0138977766036987
sin_family,0.9,131,140,False,1.0220801830291748,1.0162873268127441
sin_family,0.9,132,117,False,1.087342381477356,1.010499119758606
sin_family,0.9,133,186,False,0.3892936706542969,0.010002833791077137
sin_family,0.9,134,134,False,1.0718975067138672,0.9890844821929932
sin_family,0.9,135,122,False,0.7875090837478638,1.113548755645752
sin_family,0.9,136,193,False,0.4858935475349426,0.011259478516876698
sin_family,0.9,137,155,False,1.0856555700302124,1.0049192905426025
sin_family,0.9,138,152,False,0.9273709654808044,1.0187437534332275
sin_family,0.9,139,124,False,0.8787359595298767,1.0724791288375854
sin_family,0.9,140,126,False,0.9478623867034912,1.0499022006988525
sin_family,0.9,141,167,False,0.8599787354469299,0.9899827837944031
sin_family,0.9,142,125,False,1.009210228919983,1.0012717247009277
sin_family,0.9,143,199,False,0.5314212441444397,0.03984822705388069
sin_family,0.9,144,142,False,1.0400335788726807,1.024583339691162
sin_family,0.9,145,116,False,1.2159740924835205,1.0038219690322876
sin_family,0.9,146,141,False,1.1469841003417969,0.9980778098106384
sin_family,0.9,147,118,False,1.2361887693405151,1.007822871208191
sin_family,0.9,148,122,False,0.8722490072250366,1.0566401481628418
sin_family,0.9,149,182,False,0.3093007504940033,0.04713593050837517
sin_family,0.9,150,147,False,1.0524908304214478,1.0036062002182007
